Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
CLT-MDT,US Airways Inc.,AIRBUS,413,PA,-76.7634048462,Harrisburg Intl,40.1934967041,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,361,Harrisburg,Charlotte
BOS-IAD,JetBlue Airways,AIRBUS,413,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,1379,Chantilly,Boston
BOS-IAD,JetBlue Airways,EMBRAER,413,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,2188,Chantilly,Boston
BOS-IAD,United Air Lines Inc.,AIRBUS,413,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,405,Chantilly,Boston
BOS-IAD,Mesa Airlines Inc.,BOMBARDIER INC,413,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,665,Chantilly,Boston
CLT-MDT,Mesa Airlines Inc.,BOMBARDIER INC,413,PA,-76.7634048462,Harrisburg Intl,40.1934967041,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,1620,Harrisburg,Charlotte
BOS-IAD,United Air Lines Inc.,BOEING,413,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-77.4558105469,Washington Dulles International,VA,38.9445304871,2733,Boston,Chantilly
BOS-IAD,Mesa Airlines Inc.,CANADAIR,413,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,347,Chantilly,Boston
CVG-RIC,Comair Inc.,CANADAIR,413,VA,-77.3196640015,Richmond International,37.5051651001,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,406,Richmond,Covington
CVG-RIC,Atlantic Southeast Airlines,BOMBARDIER INC,413,VA,-77.3196640015,Richmond International,37.5051651001,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,47,Richmond,Covington
CLT-MDT,US Airways Inc.,BOEING,413,PA,-76.7634048462,Harrisburg Intl,40.1934967041,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,256,Harrisburg,Charlotte
DCA-LEX,Atlantic Southeast Airlines,BOMBARDIER INC,414,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6053924561,Blue Grass,KY,38.0369720459,1,Arlington,Lexington
LAS-SFO,United Air Lines Inc.,AIRBUS,414,NV,-115.152336121,McCarran International,36.0803604126,-122.374839783,San Francisco International,CA,37.6190032959,5373,Las Vegas,San Francisco
LAS-SFO,United Air Lines Inc.,BOEING,414,CA,-122.374839783,San Francisco International,37.6190032959,-115.152336121,McCarran International,NV,36.0803604126,31,San Francisco,Las Vegas
LAS-SFO,Southwest Airlines Co.,BEECH,414,NV,-115.152336121,McCarran International,36.0803604126,-122.374839783,San Francisco International,CA,37.6190032959,1,Las Vegas,San Francisco
DCA-LEX,Comair Inc.,CANADAIR,414,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-84.6053924561,Blue Grass,KY,38.0369720459,258,Arlington,Lexington
DCA-LEX,Comair Inc.,BOMBARDIER INC,414,KY,-84.6053924561,Blue Grass,38.0369720459,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,328,Lexington,Arlington
LAS-SFO,US Airways Inc.,BOEING,414,CA,-122.374839783,San Francisco International,37.6190032959,-115.152336121,McCarran International,NV,36.0803604126,667,San Francisco,Las Vegas
LAS-SFO,Southwest Airlines Co.,BOEING,414,NV,-115.152336121,McCarran International,36.0803604126,-122.374839783,San Francisco International,CA,37.6190032959,4868,Las Vegas,San Francisco
FSD-PIA,Skywest Airlines Inc.,BOMBARDIER INC,414,IL,-89.6933059692,Greater Peoria Regional,40.6642417908,-96.7416992188,Joe Foss,SD,43.5813522339,1,Peoria,Sioux Falls
LAS-SFO,Southwest Airlines Co.,CESSNA,414,CA,-122.374839783,San Francisco International,37.6190032959,-115.152336121,McCarran International,NV,36.0803604126,14,San Francisco,Las Vegas
LAS-SFO,US Airways Inc.,AIRBUS,414,CA,-122.374839783,San Francisco International,37.6190032959,-115.152336121,McCarran International,NV,36.0803604126,2775,San Francisco,Las Vegas
RNO-SNA,Aloha Airlines Inc.,BOEING,415,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-119.768066406,Reno/Tahoe International,NV,39.4985771179,118,Santa Ana,Reno
CRW-ORD,Skywest Airlines Inc.,BOMBARDIER INC,416,WV,-81.5931930542,Yeager,38.3731498718,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1376,Charleston,Chicago
CVG-GRB,Atlantic Southeast Airlines,CANADAIR,416,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-88.1295928955,Austin Straubel International,WI,44.4850730896,27,Covington,Green Bay
CLE-RDU,Expressjet Airlines Inc.,EMBRAER,416,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,623,Cleveland,Raleigh
CLT-DAB,US Airways Inc.,BOEING,416,FL,-81.058052063,Daytona Beach International,29.1799163818,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,44,Daytona Beach,Charlotte
CVG-GRB,Comair Inc.,CANADAIR,416,WI,-88.1295928955,Austin Straubel International,44.4850730896,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,162,Green Bay,Covington
CRW-ORD,Skywest Airlines Inc.,CANADAIR,416,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.5931930542,Yeager,WV,38.3731498718,40,Chicago,Charleston
EWR-RDU,American Eagle Airlines Inc.,EMBRAER,416,NJ,-74.1686630249,Newark Intl,40.6924972534,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,1653,Newark,Raleigh
EWR-RDU,Expressjet Airlines Inc.,EMBRAER,416,NJ,-74.1686630249,Newark Intl,40.6924972534,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,1619,Newark,Raleigh
CVG-GRB,Atlantic Southeast Airlines,BOMBARDIER INC,416,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-88.1295928955,Austin Straubel International,WI,44.4850730896,402,Covington,Green Bay
EWR-RDU,Continental Air Lines Inc.,BOEING,416,NJ,-74.1686630249,Newark Intl,40.6924972534,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,1208,Newark,Raleigh
OMA-ORD,United Air Lines Inc.,BOEING,416,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2478,Omaha,Chicago
OMA-ORD,United Air Lines Inc.,AIRBUS,416,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-95.8941726685,Eppley Airfield,NE,41.3025169373,575,Chicago,Omaha
RDU-SDF,American Eagle Airlines Inc.,EMBRAER,416,KY,-85.736000061,Louisville International-Standiford,38.1743888855,-78.7874755859,Raleigh-Durham International,NC,35.8776397705,837,Louisville,Raleigh
OMA-ORD,Skywest Airlines Inc.,CANADAIR,416,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-95.8941726685,Eppley Airfield,NE,41.3025169373,15,Chicago,Omaha
OMA-ORD,American Eagle Airlines Inc.,BOMBARDIER INC,416,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,52,Omaha,Chicago
CVG-GRB,Comair Inc.,BOMBARDIER INC,416,WI,-88.1295928955,Austin Straubel International,44.4850730896,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,291,Green Bay,Covington
OMA-ORD,American Eagle Airlines Inc.,EMBRAER,416,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2875,Omaha,Chicago
OMA-ORD,Skywest Airlines Inc.,BOMBARDIER INC,416,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-95.8941726685,Eppley Airfield,NE,41.3025169373,1182,Chicago,Omaha
SAN-SJC,Southwest Airlines Co.,CESSNA,417,CA,-121.929008484,San Jose International,37.3618621826,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,12,San Jose,San Diego
SAN-SJC,Southwest Airlines Co.,BEECH,417,CA,-121.929008484,San Jose International,37.3618621826,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,7,San Jose,San Diego
SAN-SJC,Southwest Airlines Co.,BOEING,417,CA,-121.929008484,San Jose International,37.3618621826,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,6809,San Jose,San Diego
SAN-SJC,American Eagle Airlines Inc.,SAAB-SCANIA,417,CA,-121.929008484,San Jose International,37.3618621826,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,2,San Jose,San Diego
SAN-SJC,American Eagle Airlines Inc.,EMBRAER,417,CA,-121.929008484,San Jose International,37.3618621826,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,2673,San Jose,San Diego
CLE-LGA,Expressjet Airlines Inc.,EMBRAER,418,NY,-73.8726119995,LaGuardia,40.7772445679,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,942,New York,Cleveland
IAD-MHT,Mesa Airlines Inc.,BOMBARDIER INC,418,VA,-77.4558105469,Washington Dulles International,38.9445304871,-71.4370574951,Manchester,NH,42.9345169067,942,Chantilly,Manchester
IAD-MHT,Mesa Airlines Inc.,CANADAIR,418,NH,-71.4370574951,Manchester,42.9345169067,-77.4558105469,Washington Dulles International,VA,38.9445304871,208,Manchester,Chantilly
CLE-LGA,American Eagle Airlines Inc.,EMBRAER,418,NY,-73.8726119995,LaGuardia,40.7772445679,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,1803,New York,Cleveland
CLE-LGA,Continental Air Lines Inc.,BOEING,418,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-73.8726119995,LaGuardia,NY,40.7772445679,2351,Cleveland,New York
DEN-ICT,United Air Lines Inc.,BOEING,419,KS,-97.4330444336,Wichita Mid-Continent,37.6499595642,-104.666999817,Denver Intl,CO,39.8584098816,1177,Wichita,Denver
DEN-ICT,United Air Lines Inc.,AIRBUS,419,CO,-104.666999817,Denver Intl,39.8584098816,-97.4330444336,Wichita Mid-Continent,KS,37.6499595642,407,Denver,Wichita
CID-CVG,Comair Inc.,CANADAIR,419,IA,-91.7108688354,Eastern Iowa,41.8845901489,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,549,Cedar Rapids,Covington
CID-CVG,Comair Inc.,BOMBARDIER INC,419,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-91.7108688354,Eastern Iowa,IA,41.8845901489,827,Covington,Cedar Rapids
CID-CVG,Atlantic Southeast Airlines,CANADAIR,419,KY,-84.6621704102,Cincinnati Northern Kentucky Intl,39.0461425781,-91.7108688354,Eastern Iowa,IA,41.8845901489,39,Covington,Cedar Rapids
CID-CVG,Atlantic Southeast Airlines,BOMBARDIER INC,419,IA,-91.7108688354,Eastern Iowa,41.8845901489,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,287,Cedar Rapids,Covington
DEN-ICT,Skywest Airlines Inc.,CANADAIR,419,KS,-97.4330444336,Wichita Mid-Continent,37.6499595642,-104.666999817,Denver Intl,CO,39.8584098816,42,Wichita,Denver
DEN-ICT,Skywest Airlines Inc.,BOMBARDIER INC,419,KS,-97.4330444336,Wichita Mid-Continent,37.6499595642,-104.666999817,Denver Intl,CO,39.8584098816,1487,Wichita,Denver
IAD-TYS,Mesa Airlines Inc.,CANADAIR,419,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-77.4558105469,Washington Dulles International,VA,38.9445304871,119,Knoxville,Chantilly
HOU-OKC,Southwest Airlines Co.,BEECH,419,TX,-95.2788925171,William P Hobby,29.6454181671,-97.600730896,Will Rogers World,OK,35.3930892944,11,Houston,Oklahoma City
HOU-OKC,Southwest Airlines Co.,CESSNA,419,TX,-95.2788925171,William P Hobby,29.6454181671,-97.600730896,Will Rogers World,OK,35.3930892944,1,Houston,Oklahoma City
IAD-TYS,Mesa Airlines Inc.,BOMBARDIER INC,419,TN,-83.9928588867,McGhee-Tyson,35.8124885559,-77.4558105469,Washington Dulles International,VA,38.9445304871,66,Knoxville,Chantilly
HOU-OKC,Southwest Airlines Co.,BOEING,419,OK,-97.600730896,Will Rogers World,35.3930892944,-95.2788925171,William P Hobby,TX,29.6454181671,2637,Oklahoma City,Houston
PSP-SFO,Skywest Airlines Inc.,CANADAIR,421,CA,-122.374839783,San Francisco International,37.6190032959,-116.506256104,Palm Springs International,CA,33.8292160034,60,San Francisco,Palm Springs
PSP-SFO,Skywest Airlines Inc.,BOMBARDIER INC,421,CA,-122.374839783,San Francisco International,37.6190032959,-116.506256104,Palm Springs International,CA,33.8292160034,1372,San Francisco,Palm Springs
PSP-SFO,Alaska Airlines Inc.,BOEING,421,CA,-116.506256104,Palm Springs International,33.8292160034,-122.374839783,San Francisco International,CA,37.6190032959,1810,Palm Springs,San Francisco
RNO-SLC,Skywest Airlines Inc.,BOMBARDIER INC,422,NV,-119.768066406,Reno/Tahoe International,39.4985771179,-111.977775574,Salt Lake City Intl,UT,40.7883872986,1909,Reno,Salt Lake City
RNO-SLC,Southwest Airlines Co.,BOEING,422,NV,-119.768066406,Reno/Tahoe International,39.4985771179,-111.977775574,Salt Lake City Intl,UT,40.7883872986,719,Reno,Salt Lake City
RNO-SLC,Expressjet Airlines Inc.,EMBRAER,422,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-119.768066406,Reno/Tahoe International,NV,39.4985771179,28,Salt Lake City,Reno
RNO-SLC,Delta Air Lines Inc.,BOEING,422,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-119.768066406,Reno/Tahoe International,NV,39.4985771179,95,Salt Lake City,Reno
CID-ICT,Skywest Airlines Inc.,BOMBARDIER INC,422,IA,-91.7108688354,Eastern Iowa,41.8845901489,-97.4330444336,Wichita Mid-Continent,KS,37.6499595642,1,Cedar Rapids,Wichita
RNO-SLC,Delta Air Lines Inc.,MCDONNELL DOUGLAS,422,NV,-119.768066406,Reno/Tahoe International,39.4985771179,-111.977775574,Salt Lake City Intl,UT,40.7883872986,648,Reno,Salt Lake City
RNO-SLC,Southwest Airlines Co.,BEECH,422,NV,-119.768066406,Reno/Tahoe International,39.4985771179,-111.977775574,Salt Lake City Intl,UT,40.7883872986,1,Reno,Salt Lake City
RNO-SLC,Skywest Airlines Inc.,CANADAIR,422,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-119.768066406,Reno/Tahoe International,NV,39.4985771179,204,Salt Lake City,Reno
MDW-OMA,Southwest Airlines Co.,CESSNA,423,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.7524261475,Chicago Midway,IL,41.7859840393,5,Omaha,Chicago
MDW-OMA,Southwest Airlines Co.,BOEING,423,IL,-87.7524261475,Chicago Midway,41.7859840393,-95.8941726685,Eppley Airfield,NE,41.3025169373,4004,Chicago,Omaha
DEN-LNK,Skywest Airlines Inc.,CANADAIR,423,NE,-96.7592468262,Lincoln Municipal,40.8509712219,-104.666999817,Denver Intl,CO,39.8584098816,65,Lincoln,Denver
DEN-LNK,Skywest Airlines Inc.,BOMBARDIER INC,423,NE,-96.7592468262,Lincoln Municipal,40.8509712219,-104.666999817,Denver Intl,CO,39.8584098816,2338,Lincoln,Denver
MDW-OMA,Southwest Airlines Co.,BEECH,423,IL,-87.7524261475,Chicago Midway,41.7859840393,-95.8941726685,Eppley Airfield,NE,41.3025169373,1,Chicago,Omaha
ALB-CLE,Expressjet Airlines Inc.,EMBRAER,424,NY,-73.8029785156,Albany Cty,42.7481193542,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,2178,Albany,Cleveland
ATL-MSY,Skywest Airlines Inc.,BOMBARDIER INC,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,30,New Orleans,Atlanta
ATL-MSY,AirTran Airways Corporation,BOEING,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,3406,New Orleans,Atlanta
ATL-MSY,Atlantic Southeast Airlines,BOMBARDIER INC,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,224,New Orleans,Atlanta
ATL-MSY,Atlantic Southeast Airlines,CANADAIR,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2,New Orleans,Atlanta
BFL-PHX,Mesa Airlines Inc.,BOMBARDIER INC,425,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-119.056770325,Meadows,CA,35.4335975647,2111,Phoenix,Bakersfield
ATL-MSY,Comair Inc.,BOMBARDIER INC,425,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-90.258026123,New Orleans International,LA,29.9933891296,19,Atlanta,New Orleans
CLE-JFK,American Eagle Airlines Inc.,EMBRAER,425,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,503,New York,Cleveland
ATL-MSY,Delta Air Lines Inc.,MCDONNELL DOUGLAS,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,3455,New Orleans,Atlanta
CLE-JFK,Comair Inc.,BOMBARDIER INC,425,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,1251,New York,Cleveland
CLE-JFK,Comair Inc.,CANADAIR,425,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,675,Cleveland,New York
ATL-MSY,Delta Air Lines Inc.,BOEING,425,LA,-90.258026123,New Orleans International,29.9933891296,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2199,New Orleans,Atlanta
BFL-PHX,Mesa Airlines Inc.,DEHAVILLAND,425,CA,-119.056770325,Meadows,35.4335975647,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,2,Bakersfield,Phoenix
BFL-PHX,Mesa Airlines Inc.,CANADAIR,425,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-119.056770325,Meadows,CA,35.4335975647,226,Phoenix,Bakersfield
MKE-OMA,Skywest Airlines Inc.,CANADAIR,426,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.8965835571,General Mitchell International,WI,42.9472236633,360,Omaha,Milwaukee
JFK-RDU,Comair Inc.,CANADAIR,426,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,450,Raleigh,New York
JFK-RDU,American Eagle Airlines Inc.,EMBRAER,426,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,2843,Raleigh,New York
AUS-TUL,Expressjet Airlines Inc.,EMBRAER,426,TX,-97.6698684692,Austin-Bergstrom International,30.1945323944,-95.8882446289,Tulsa International,OK,36.1983718872,177,Austin,Tulsa
JFK-RDU,JetBlue Airways,EMBRAER,426,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,2366,Raleigh,New York
JFK-RDU,Comair Inc.,BOMBARDIER INC,426,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,1095,Raleigh,New York
MKE-OMA,Skywest Airlines Inc.,BOMBARDIER INC,426,NE,-95.8941726685,Eppley Airfield,41.3025169373,-87.8965835571,General Mitchell International,WI,42.9472236633,1044,Omaha,Milwaukee
AZO-MSP,Northwest Airlines Inc.,MCDONNELL DOUGLAS,426,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-85.5520553589,Kalamazoo County,MI,42.2348747253,33,Minneapolis,Kalamazoo
JFK-RDU,JetBlue Airways,AIRBUS,426,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,33,Raleigh,New York
ATW-OMA,Skywest Airlines Inc.,BOMBARDIER INC,427,WI,-88.5194778442,Outagamie County Regional,44.2574081421,-95.8941726685,Eppley Airfield,NE,41.3025169373,1,Appleton,Omaha
IAH-MOB,Expressjet Airlines Inc.,EMBRAER,427,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-88.2428359985,Mobile Regional,AL,30.6914157867,2741,Houston,Mobile
CLT-IND,US Airways Inc.,EMBRAER,428,IN,-86.2943878174,Indianapolis International,39.7173309326,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,434,Indianapolis,Charlotte
CLT-IND,Mesa Airlines Inc.,BOMBARDIER INC,428,IN,-86.2943878174,Indianapolis International,39.7173309326,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,392,Indianapolis,Charlotte
CLT-IND,US Airways Inc.,BOEING,428,IN,-86.2943878174,Indianapolis International,39.7173309326,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,1788,Indianapolis,Charlotte
CLT-IND,US Airways Inc.,AIRBUS,428,IN,-86.2943878174,Indianapolis International,39.7173309326,-80.9431228638,Charlotte/Douglas International,NC,35.214012146,14,Indianapolis,Charlotte
CVG-MDT,Comair Inc.,BOMBARDIER INC,429,PA,-76.7634048462,Harrisburg Intl,40.1934967041,-84.6621704102,Cincinnati Northern Kentucky Intl,KY,39.0461425781,365,Harrisburg,Covington
IAH-TUL,Continental Air Lines Inc.,BOEING,429,OK,-95.8882446289,Tulsa International,36.1983718872,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,1027,Tulsa,Houston
